city,aqi,category,color_code
Montgomery,14.270833333333334,Good,green
Birmingham-Hoover,17.0467032967033,Good,green
Huntsville,25.208333333333332,Good,green
Decatur,26.354166666666668,Good,green
Columbus,29.914658634538156,Good,green
SUMTER,21.72222222222223,Good,green
Anchorage,10.069444444444445,Good,green
Fairbanks,25.694444444444446,Good,green
JUNEAU,12.5,Good,green
MATANUSKA-SUSITNA,12.67361111111111,Good,green
LA PAZ,10.069444444444445,Good,green
Phoenix-Mesa-Scottsdale,24.5635775862069,Good,green
PINAL,31.944444444444446,Good,green
Nogales,38.54166666666667,Good,green
Yuma,42.361111111111114,Good,green
Memphis,23.504464285714285,Good,green
POLK,9.809027777777779,Good,green
Fayetteville-Springdale-Rogers,27.027777777777782,Good,green
San Francisco-Oakland-Fremont,34.19444444444445,Good,green
ALAMEDA,49.72222222222223,Good,green
Chico,33.68055555555556,Good,green
BUTTE,39.24731182795699,Good,green
CALAVERAS,26.822916666666668,Good,green
COLUSA,54.42216152945767,Moderate,yellow
Sacramento--Arden-Arcade--Roseville,33.02241962774958,Good,green
Fresno,38.88888888888889,Good,green
FRESNO,34.26136363636363,Good,green
GLENN,32.552083333333336,Good,green
El Centro,40.625,Good,green
Bishop,21.05392156862746,Good,green
Bakersfield,34.27777777777778,Good,green
KERN,29.166666666666668,Good,green
Hanford-Corcoran,34.72222222222223,Good,green
Los Angeles-Long Beach-Santa Ana,56.09759477825465,Moderate,yellow
Madera,27.777777777777782,Good,green
MARIPOSA,22.916666666666668,Good,green
MENDOCINO,25.0,Good,green
Ukiah,17.53472222222222,Good,green
Merced,35.41666666666667,Good,green
MONO,17.647569444444446,Good,green
Salinas,24.327956989247316,Good,green
MONTEREY,41.31944444444444,Good,green
Napa,31.944444444444446,Good,green
Truckee-Grass Valley,19.375000000000004,Good,green
PLACER,16.25,Good,green
PLUMAS,32.361111111111114,Good,green
RIVERSIDE,16.40625,Good,green
Riverside-San Bernardino-Ontario,54.69997317596567,Moderate,yellow
San Jose-Sunnyvale-Santa Clara,32.08955223880597,Good,green
San Diego-Carlsbad-San Marcos,54.52113638953246,Moderate,yellow
Stockton,43.56060606060606,Good,green
San Luis Obispo-Paso Robles,53.26824034334764,Moderate,yellow
SAN LUIS OBISPO,69.41630901287554,Moderate,yellow
Santa Barbara-Santa Maria,48.42592592592593,Good,green
Santa Cruz-Watsonville,25.781250000000004,Good,green
Redding,25.76241134751773,Good,green
SISKIYOU,1.0416666666666667,Good,green
Vallejo-Fairfield,30.759803921568633,Good,green
Santa Rosa-Petaluma,29.166666666666668,Good,green
Modesto,38.492063492063494,Good,green
Yuba City,35.27777777777778,Good,green
Red Bluff,33.333333333333336,Good,green
Visalia-Porterville,39.51612903225807,Good,green
TULARE,57.22298088177917,Moderate,yellow
Oxnard-Thousand Oaks-Ventura,46.946839080459775,Good,green
Denver-Aurora,15.470238095238098,Good,green
Boulder,17.516025641025642,Good,green
DENVER,21.636904761904763,Good,green
Colorado Springs,11.875000000000002,Good,green
GARFIELD,10.166666666666668,Good,green
LARIMER,13.715277777777782,Good,green
Grand Junction,15.865384615384613,Good,green
PITKIN,15.357142857142858,Good,green
RIO BLANCO,23.958333333333336,Good,green
Greeley,18.24404761904762,Good,green
Bridgeport-Stamford-Norwalk,40.88541666666668,Good,green
