city,aqi,category,color_code
Birmingham-Hoover,8.803746275010642,Good,green
Anchorage,6.521164021164021,Good,green
Fairbanks,21.256895193065407,Good,green
JUNEAU,6.934594168636722,Good,green
MATANUSKA-SUSITNA,6.205673758865248,Good,green
Sierra Vista-Douglas,34.1903073286052,Good,green
Payson,25.137903861308118,Good,green
GILA,15.881642512077294,Good,green
LA PAZ,5.929866036249015,Good,green
Phoenix-Mesa-Scottsdale,31.41561586257315,Good,green
MARICOPA,19.682821118991328,Good,green
Lake Havasu City-Kingman,12.61574074074074,Good,green
PIMA,32.37007168458781,Good,green
Tucson,18.621399176954732,Good,green
PINAL,44.939349830179545,Good,green
Nogales,51.9056522673544,Moderate,yellow
Yuma,47.04491725768322,Good,green
BUTTE,8.238095238095239,Good,green
COLUSA,6.224867724867727,Good,green
Sacramento--Arden-Arcade--Roseville,7.0273368606701965,Good,green
FRESNO,22.13756613756614,Good,green
GLENN,6.627384960718294,Good,green
HUMBOLDT,10.736800630417653,Good,green
El Centro,42.31822836661547,Good,green
Bishop,9.994501206187026,Good,green
Bakersfield,21.97222222222221,Good,green
Los Angeles-Long Beach-Santa Ana,22.847714736012612,Good,green
Madera,20.59027777777777,Good,green
MARIPOSA,6.349206349206347,Good,green
MENDOCINO,3.8888888888888893,Good,green
MONO,5.065668505384818,Good,green
MONTEREY,9.135802469135802,Good,green
RIVERSIDE,39.20015760441293,Good,green
Riverside-San Bernardino-Ontario,26.250706043734347,Good,green
San Jose-Sunnyvale-Santa Clara,6.339031339031338,Good,green
SAN BERNARDINO,16.1150512214342,Good,green
Stockton,10.381944444444443,Good,green
SAN JOAQUIN,12.656250000000002,Good,green
San Luis Obispo-Paso Robles,10.153949129852744,Good,green
SAN LUIS OBISPO,16.364734299516908,Good,green
Santa Barbara-Santa Maria,14.439461883408068,Good,green
Modesto,18.158730158730158,Good,green
Yuba City,8.576719576719574,Good,green
Visalia-Porterville,35.30687830687831,Good,green
Oxnard-Thousand Oaks-Ventura,18.459416863672185,Good,green
Denver-Aurora,23.056367771280062,Good,green
Bridgeport-Stamford-Norwalk,13.6026936026936,Good,green
Hartford-West Hartford-East Hartford,11.64141414141414,Good,green
Torrington,9.768518518518517,Good,green
New Haven-Milford,12.270622895622894,Good,green
Norwich-New London,10.894360269360272,Good,green
WASHINGTON,20.37037037037037,Good,green
DUVAL,17.451131687242796,Good,green
Jacksonville,12.63631687242798,Good,green
Tampa-St. Petersburg-Clearwater,18.40819542947203,Good,green
HILLSBOROUGH,18.344625112917804,Good,green
Atlanta-Sandy Springs-Marietta,11.972437553832902,Good,green
Honolulu,14.449786324786324,Good,green
Boise City-Nampa,13.909932659932661,Good,green
Pocatello,7.777777777777779,Good,green
BANNOCK,11.145404663923188,Good,green
BONNER,13.695090439276486,Good,green
SHOSHONE,7.757201646090535,Good,green
CLARK,15.368400315208826,Good,green
Chicago-Naperville-Joliet,11.97695035460993,Good,green
St. Louis,9.037037037037036,Good,green
Davenport-Moline-Rock Island,12.962962962962964,Good,green
Springfield,8.11111111111111,Good,green
Indianapolis,16.258865248226954,Good,green
BROWN,11.020833333333336,Good,green
Louisville,19.545409771473608,Good,green
MONTGOMERY,4.444444444444445,Good,green
Dodge City,9.950748620961383,Good,green
Kansas City,24.400057273768628,Good,green
NEOSHO,22.807328605200944,Good,green
Wichita,12.536446020488574,Good,green
Topeka,14.434594168636727,Good,green
SHERMAN,11.223404255319146,Good,green
TREGO,14.426713947990544,Good,green
JEFFERSON,21.247044917257686,Good,green
AROOSTOOK,20.8641975308642,Good,green
Boston-Cambridge-Quincy,12.05673758865248,Good,green
Detroit-Warren-Livonia,12.460598896769104,Good,green
Minneapolis-St. Paul-Bloomington,9.741922773837667,Good,green
HENNEPIN,12.962962962962964,Good,green
RAMSEY,17.73049645390071,Good,green
Jackson,14.7562358276644,Good,green
St. Joseph,19.574074074074076,Good,green
Joplin,11.405723905723907,Good,green
MONROE,7.685185185185186,Good,green
ST. LOUIS (CITY),21.57777777777777,Good,green
FERGUS,4.243827160493827,Good,green
FLATHEAD,9.190672153635116,Good,green
LINCOLN,14.017489711934157,Good,green
MISSOULA,2.983539094650206,Good,green
PHILLIPS,17.772633744855966,Good,green
POWDER RIVER,8.616255144032921,Good,green
RICHLAND,6.712962962962963,Good,green
ROSEBUD,5.73559670781893,Good,green
SANDERS,11.934156378600823,Good,green
SILVER BOW,9.233539094650205,Good,green
Omaha-Council Bluffs,7.7366255144032925,Good,green
Las Vegas-Paradise,17.451131687242796,Good,green
ELKO,4.552469135802469,Good,green
LYON,56.381750841750836,Moderate,yellow
NYE,12.693477059148702,Good,green
Reno-Sparks,7.636975818794,Good,green
Manchester-Nashua,5.084712371946416,Good,green
ROCKINGHAM,8.272261623325452,Good,green
New York-Northern New Jersey-Long Island,16.598079561042525,Good,green
UNION,9.297245963912626,Good,green
Albuquerque,36.81521739130434,Good,green
Las Cruces,23.312425328554358,Good,green
Deming,11.721828211189912,Good,green
Farmington,5.26196928635953,Good,green
Fayetteville,3.772290809327847,Good,green
Durham,2.3808214154748812,Good,green
Winston-Salem,3.9660493827160486,Good,green
Greensboro-High Point,3.4122085048010975,Good,green
Raleigh-Cary,3.4465020576131686,Good,green
Kinston,2.726337448559671,Good,green
Charlotte-Gastonia-Concord,3.4767610748002906,Good,green
Wilmington,37.847222222222236,Good,green
Greenville,2.7777777777777777,Good,green
Cincinnati-Middletown,19.65524034672971,Good,green
Cleveland-Elyria-Mentor,35.8668242710796,Good,green
Oklahoma City,21.19122668768059,Good,green
Ardmore,17.494089834515368,Good,green
Lawton,20.232466509062252,Good,green
Tulsa,26.379038613081168,Good,green
