city,aqi,category,color_code
Montgomery,21.90476190476191,Good,green
Birmingham-Hoover,16.324074074074073,Good,green
Huntsville,18.888888888888893,Good,green
Decatur,16.90476190476191,Good,green
Columbus,16.419270833333332,Good,green
SUMTER,16.30952380952381,Good,green
Anchorage,19.444444444444446,Good,green
Fairbanks,22.530864197530867,Good,green
JUNEAU,0.9259259259259259,Good,green
MATANUSKA-SUSITNA,5.555555555555555,Good,green
LA PAZ,9.25925925925926,Good,green
Phoenix-Mesa-Scottsdale,30.265151515151512,Good,green
PINAL,58.03338102050549,Moderate,yellow
Nogales,44.90740740740741,Good,green
Yuma,22.685185185185187,Good,green
Memphis,25.41666666666667,Good,green
POLK,23.287037037037038,Good,green
Fayetteville-Springdale-Rogers,16.5,Good,green
San Francisco-Oakland-Fremont,39.71774193548388,Good,green
ALAMEDA,51.69098712446352,Moderate,yellow
Chico,59.201716738197426,Moderate,yellow
BUTTE,46.47435897435898,Good,green
CALAVERAS,17.261904761904766,Good,green
COLUSA,128.0854271356784,Unhealthy for Sensitive Groups,orange
Sacramento--Arden-Arcade--Roseville,36.11574074074074,Good,green
Fresno,48.333333333333336,Good,green
FRESNO,29.16666666666666,Good,green
GLENN,50.0,Good,green
El Centro,20.833333333333336,Good,green
Bishop,27.633333333333336,Good,green
Bakersfield,27.67857142857143,Good,green
KERN,15.833333333333334,Good,green
Hanford-Corcoran,49.16666666666667,Good,green
Los Angeles-Long Beach-Santa Ana,29.642857142857146,Good,green
Madera,20.0,Good,green
MENDOCINO,51.02336671435384,Moderate,yellow
Ukiah,50.0,Good,green
Merced,25.0,Good,green
MONO,23.472222222222225,Good,green
Salinas,39.85507246376812,Good,green
MONTEREY,25.462962962962962,Good,green
Napa,36.30952380952381,Good,green
Truckee-Grass Valley,22.916666666666668,Good,green
RIVERSIDE,12.5,Good,green
Riverside-San Bernardino-Ontario,31.126543209876548,Good,green
San Jose-Sunnyvale-Santa Clara,82.02320775711334,Moderate,yellow
San Diego-Carlsbad-San Marcos,30.740740740740737,Good,green
Stockton,54.039797112758485,Moderate,yellow
San Luis Obispo-Paso Robles,26.875000000000004,Good,green
SAN LUIS OBISPO,34.25925925925926,Good,green
Santa Barbara-Santa Maria,25.520833333333336,Good,green
Santa Cruz-Watsonville,34.469696969696976,Good,green
Redding,51.595851216022886,Moderate,yellow
SISKIYOU,30.092592592592595,Good,green
Vallejo-Fairfield,40.27777777777778,Good,green
Santa Rosa-Petaluma,32.142857142857146,Good,green
Modesto,38.88888888888889,Good,green
Yuba City,39.28571428571429,Good,green
Red Bluff,30.833333333333336,Good,green
TRINITY,17.12962962962963,Good,green
Visalia-Porterville,32.05128205128205,Good,green
TULARE,39.68750000000001,Good,green
Oxnard-Thousand Oaks-Ventura,13.92543859649123,Good,green
Denver-Aurora,23.726190476190478,Good,green
Boulder,26.01190476190476,Good,green
DENVER,34.583333333333336,Good,green
Colorado Springs,21.190476190476193,Good,green
