city,aqi,category,color_code
Phoenix-Mesa-Scottsdale,5.430440771349855,Good,green
Durango,2.7249053030303045,Good,green
Washington-Arlington-Alexandria,3.289141414141414,Good,green
Miami-Fort Lauderdale-Miami Beach,3.709753787878791,Good,green
Kansas City,2.3097251585623693,Good,green
St. Louis,2.5739320920043824,Good,green
Reno-Sparks,5.13111888111888,Good,green
Durham,2.5389610389610393,Good,green
Raleigh-Cary,2.7698863636363646,Good,green
Philadelphia-Camden-Wilmington,2.6851173020527845,Good,green
Anchorage,2.575757575757576,Good,green
Fairbanks,3.8461538461538463,Good,green
San Francisco-Oakland-Fremont,4.283561420658198,Good,green
ALAMEDA,4.797077922077922,Good,green
BUTTE,2.668181818181818,Good,green
Sacramento--Arden-Arcade--Roseville,2.2438941655359543,Good,green
FRESNO,4.094967532467535,Good,green
El Centro,5.738636363636363,Good,green
Bishop,1.2208624708624713,Good,green
Bakersfield,3.7348484848484858,Good,green
Los Angeles-Long Beach-Santa Ana,5.334779328555263,Good,green
LOS ANGELES,6.191724941724942,Good,green
Napa,4.4318181818181825,Good,green
ORANGE,8.615967365967366,Good,green
Riverside-San Bernardino-Ontario,4.724505199597455,Good,green
San Jose-Sunnyvale-Santa Clara,6.0606060606060606,Good,green
SAN BERNARDINO,6.666666666666668,Good,green
Stockton,4.536713286713286,Good,green
Vallejo-Fairfield,2.182601880877743,Good,green
Santa Rosa-Petaluma,3.474025974025973,Good,green
Modesto,3.5489510489510487,Good,green
Denver-Aurora,3.4973521624007073,Good,green
Colorado Springs,4.574915824915825,Good,green
Fort Collins-Loveland,2.121212121212121,Good,green
Greeley,1.9034090909090913,Good,green
Hartford-West Hartford-East Hartford,2.6515151515151514,Good,green
Torrington,1.8213383838383836,Good,green
New Haven-Milford,3.0366161616161604,Good,green
Salt Lake City,3.4346271705822295,Good,green
Jacksonville,6.098484848484848,Good,green
HILLSBOROUGH,2.858664772727273,Good,green
Orlando-Kissimmee,4.6296296296296315,Good,green
PINELLAS,2.4831649831649836,Good,green
Atlanta-Sandy Springs-Marietta,7.917733674775923,Good,green
Honolulu,3.833198051948053,Good,green
Boise City-Nampa,4.070512820512819,Good,green
CLARK,6.319930069930068,Good,green
Davenport-Moline-Rock Island,2.0514354066985656,Good,green
Columbus,1.9255050505050513,Good,green
Indianapolis,3.729482323232324,Good,green
Louisville,2.1794871794871784,Good,green
Evansville,3.1450534759358284,Good,green
Cincinnati-Middletown,3.2206937799043067,Good,green
AROOSTOOK,1.6462703962703955,Good,green
Baltimore-Towson,2.5058275058275066,Good,green
GARRETT,2.1066433566433567,Good,green
HOWARD,3.3945221445221443,Good,green
Grand Rapids-Wyoming,4.754299754299754,Good,green
Detroit-Warren-Livonia,2.522935779816514,Good,green
WAYNE,5.41267942583732,Good,green
Minneapolis-St. Paul-Bloomington,4.536483253588516,Good,green
DAKOTA,1.9072481572481588,Good,green
Jackson,2.4760765550239237,Good,green
GALLATIN,2.5666144200626966,Good,green
Omaha-Council Bluffs,3.13474025974026,Good,green
Las Vegas-Paradise,6.724941724941725,Good,green
Manchester-Nashua,1.707702020202019,Good,green
Boston-Cambridge-Quincy,3.995215311004785,Good,green
ROCKINGHAM,2.566614420062695,Good,green
New York-Northern New Jersey-Long Island,4.471522453450163,Good,green
UNION,5.884740259740261,Good,green
Albuquerque,2.5946969696969706,Good,green
Cleveland-Elyria-Mentor,2.2697368421052637,Good,green
Dayton,1.9348086124401904,Good,green
Oklahoma City,3.671328671328668,Good,green
Tulsa,1.7628205128205128,Good,green
Portland-Vancouver-Beaverton,2.690850815850815,Good,green
PHILADELPHIA,4.160591766723841,Good,green
Providence-New Bedford-Fall River,5.528074866310162,Good,green
Columbia,1.7016317016317017,Good,green
Knoxville,1.8409090909090906,Good,green
Provo-Orem,2.4621212121212133,Good,green
Burlington-South Burlington,2.3409090909090886,Good,green
Rutland,4.110962566844918,Good,green
Richmond,2.7678571428571423,Good,green
Roanoke,4.898119122257054,Good,green
Virginia Beach-Norfolk-Newport News,3.0303030303030294,Good,green
Port Angeles,1.477272727272727,Good,green
Seattle-Tacoma-Bellevue,3.4031100478468894,Good,green
DODGE,2.4842171717171717,Good,green
MILWAUKEE,3.670147420147418,Good,green
Fresno,4.212662337662338,Good,green
Champaign-Urbana,2.1527777777777772,Good,green
SUFFOLK,1.6856060606060603,Good,green
Worcester,3.5406698564593304,Good,green
CONVERSE,1.425619834710744,Good,green
Cheyenne,1.1988636363636367,Good,green
Salinas,2.797202797202797,Good,green
